DBN,School Name,Borough,District,Grade Span,Enrollment,ELA Students Tested,ELA Mean Scale Score,ELA % Proficient,ELA % Level 4,ELA Proficiency Percentile (NYC Schools),Math Students Tested,Math Mean Scale Score,Math % Proficient,Math % Level 4,Math Proficiency Percentile (NYC Schools),Average % Proficient,Average Proficiency Percentile (NYC Schools),% Asian and Pacific Islander,% Black,% Hispanic,% White,% Multi-Racial,% Native American,% Students with Disabilities,% English Language Learners,% Poverty,Economic Need Index
09X053,P.S. 053 Basheer Quisim,Bronx,9,3K-5,595,239,434.1,23.8,4.6,9.5,245,442.9,36.7,10.2,15.4,30.3,12.4,1.0,28.9,68.2,0.7,0.3,0.7,25.7,32.8,94.3,95.0
04M964,Central Park East II,Manhattan,4,3K-8,381,126,437.5,32.5,4.8,27.0,125,436.7,28.0,4.0,6.8,30.3,16.9,2.9,27.3,60.9,5.5,2.4,1.0,36.2,19.2,82.7,88.5
05M197,P.S. 197 John B. Russwurm,Manhattan,5,3K-5,206,83,437.1,22.9,7.2,8.1,85,441.2,37.6,5.9,17.3,30.3,12.7,0.5,58.7,35.0,4.9,1.0,0.0,39.3,14.6,91.7,93.0
12X196,P.S. 196,Bronx,12,3K-5,672,293,435.1,24.9,5.1,12.0,298,441.1,35.6,7.0,14.2,30.2,13.1,2.5,11.2,83.3,1.3,0.6,1.0,24.3,37.6,93.2,94.3
22K361,P.S. 361 East Flatbush Early Childhood School,Brooklyn,22,K-5,361,111,437.8,27.0,2.7,15.9,108,444.4,33.3,4.6,11.5,30.2,13.7,4.7,67.6,23.0,2.2,0.8,1.7,31.9,15.8,90.3,90.9
10X363,Academy For Personal Leadership And Excellence,Bronx,10,K-8,838,752,439.6,33.5,11.6,29.3,764,437.5,26.8,4.7,6.4,30.2,17.9,1.4,14.9,81.4,1.4,0.2,0.6,26.8,26.5,92.7,95.0
15K001,P.S. 001 The Bergen,Brooklyn,15,PK-5,605,278,434.1,21.2,5.0,6.1,281,443.1,38.8,5.3,19.1,30.0,12.6,2.8,0.8,92.9,3.3,0.2,0.0,24.0,48.4,87.1,87.4
27Q183,P.S. 183 Dr. Richard R. Green,Queens,27,3K-8,405,241,437.0,29.0,7.9,19.6,239,439.3,31.0,7.1,9.1,30.0,14.3,5.9,54.1,31.9,3.5,1.7,2.7,32.3,6.2,93.6,94.8
11X078,P.S. 078 Anne Hutchinson,Bronx,11,PK-5,626,268,438.2,24.6,4.9,11.1,278,441.5,34.5,7.2,12.9,29.6,12.0,2.9,51.6,40.1,3.4,1.0,1.1,24.1,11.0,91.2,91.0
13K093,P.S. 093 William H. Prescott,Brooklyn,13,3K-5,155,61,436.1,27.9,4.9,17.8,61,436.4,31.1,1.6,9.5,29.5,13.6,14.8,67.7,10.3,5.2,0.0,1.9,26.5,13.5,>95%,94.0
11X041,P.S. 041 Gun Hill Road,Bronx,11,K-5,619,304,435.6,24.7,7.6,11.4,313,440.2,33.9,8.9,12.2,29.3,11.8,2.6,39.6,54.0,1.5,0.8,1.6,26.5,19.4,>95%,93.8
24Q143,P.S. 143 Louis Armstrong,Queens,24,3K-5,1227,623,431.1,19.3,4.2,4.4,622,443.6,39.2,8.7,19.6,29.2,12.0,1.5,1.6,95.2,1.1,0.1,0.5,24.8,68.1,91.6,91.2
02M001,P.S. 001 Alfred E. Smith,Manhattan,2,3K-5,216,106,432.5,25.5,6.6,12.8,109,440.7,32.1,11.0,10.6,28.8,11.7,26.9,19.0,46.8,2.3,3.7,1.4,33.8,31.0,90.7,88.7
10X009,P.S. 9 Ryer Avenue Elementary School,Bronx,10,PK-5,472,204,436.4,26.0,4.9,13.3,209,440.3,31.6,6.7,10.5,28.8,11.9,1.1,16.5,79.0,2.3,0.6,0.4,22.9,36.0,94.9,94.6
06M018,P.S. 018 Park Terrace,Manhattan,6,K-8,190,131,434.4,26.0,4.6,13.2,140,441.1,31.4,5.7,10.1,28.7,11.7,0.0,6.3,91.1,0.0,2.1,0.5,31.1,32.6,94.2,94.8
01M020,P.S. 020 Anna Silver,Manhattan,1,3K-5,279,122,433.0,28.7,8.2,19.1,123,437.3,28.5,4.1,7.0,28.6,13.1,16.8,16.5,55.2,6.1,4.7,0.7,25.1,28.0,81.0,81.7
15K516,Sunset Park Avenues Elementary School,Brooklyn,15,PK-5,317,139,434.8,26.6,10.1,15.0,141,437.4,30.5,5.0,8.2,28.6,11.6,4.7,0.6,79.8,11.4,3.2,0.0,24.6,35.3,80.1,83.1
11X189,Cornerstone Academy for Social Action,Bronx,11,3K-5,252,107,433.7,19.6,6.5,4.6,107,440.5,37.4,8.4,16.9,28.5,10.8,4.0,36.9,56.7,0.4,0.8,1.2,34.1,14.3,94.4,93.3
19K273,P.S. 273 Wortman,Brooklyn,19,3K-5,322,131,435.9,24.4,7.6,10.6,129,438.0,32.6,0.8,11.0,28.5,10.8,0.6,61.8,36.0,0.9,0.3,0.3,27.6,5.6,85.4,86.9
31R020,P.S. 020 Port Richmond,Staten Island,31,K-5,252,138,434.0,22.5,5.1,7.8,142,439.1,34.5,4.9,12.8,28.5,10.3,3.2,12.3,78.6,4.0,1.2,0.8,35.3,49.2,89.3,89.8
12X214,P.S. 214,Bronx,12,PK-8,766,502,432.5,26.3,5.8,14.5,501,438.0,30.5,5.8,8.3,28.4,11.4,3.4,19.2,74.5,1.2,1.2,0.3,21.4,22.6,93.2,93.3
09X114,P.S. X114 - Luis Llorens Torres Schools,Bronx,9,3K-5,436,169,434.8,26.0,8.9,13.6,183,435.6,30.6,5.5,8.5,28.3,11.0,5.7,18.8,71.1,2.5,0.9,0.9,29.6,27.5,>95%,>95%
31R078,P.S. 78,Staten Island,31,PK-5,400,216,434.7,20.4,5.1,5.6,210,442.3,36.2,3.8,14.7,28.3,10.2,3.8,41.2,49.0,3.2,1.5,1.3,48.0,10.5,94.5,>95%
32K274,P.S. 274 Kosciusko,Brooklyn,32,PK-5,245,115,434.0,19.1,6.1,4.2,118,443.6,37.3,6.8,16.6,28.2,10.4,1.2,16.7,75.5,3.7,1.2,1.6,21.6,40.0,>95%,92.1
01M064,P.S. 064 Robert Simon,Manhattan,1,3K-5,121,47,437.4,27.7,2.1,17.2,49,441.7,28.6,4.1,7.2,28.1,12.2,0.0,20.7,71.9,4.1,2.5,0.0,43.0,5.8,87.6,87.0
19K290,P.S. 290 Juan Morel Campos,Brooklyn,19,PK-5,359,170,433.3,21.2,3.5,6.0,177,441.7,34.5,8.5,12.7,27.8,9.3,1.4,16.7,79.7,0.8,0.8,0.3,27.3,40.4,>95%,91.3
09X132,P.S. 132 Garret A. Morgan,Bronx,9,3K-5,368,141,433.5,21.3,3.5,6.3,146,438.6,34.2,6.8,12.4,27.8,9.3,0.0,43.2,54.3,1.1,0.5,0.8,31.5,18.2,93.5,>95%
07X030,P.S. 030 Wilton,Bronx,7,3K-5,345,137,435.4,23.4,5.8,9.2,137,436.1,32.1,2.2,10.8,27.7,10.0,0.9,25.2,69.9,0.6,2.6,0.6,30.7,24.1,94.8,>95%
31R057,P.S. 057 Hubert H. Humphrey,Staten Island,31,3K-5,361,175,435.9,24.0,6.3,10.0,178,436.5,31.5,3.4,10.2,27.7,10.1,8.6,43.8,39.6,4.2,2.2,1.7,38.0,17.7,88.1,89.3
10X360,P.S. 360,Bronx,10,3K-5,316,138,434.5,23.9,6.5,9.8,142,435.7,31.0,3.5,9.2,27.4,9.5,1.9,7.9,88.9,0.9,0.0,0.3,26.3,21.8,92.7,90.3
05M123,P.S. 123 Mahalia Jackson,Manhattan,5,3K-8,344,178,435.9,29.8,6.2,20.9,184,435.7,25.0,3.8,5.1,27.4,13.0,2.0,54.1,37.2,4.9,0.6,1.2,27.6,25.3,>95%,>95%
31R074,P.S. 74 Future Leaders Elementary School,Staten Island,31,PK-5,243,108,432.6,24.1,9.3,10.2,111,439.3,30.6,7.2,8.6,27.4,9.4,7.8,32.1,55.1,3.3,1.2,0.4,44.0,16.9,>95%,>95%
24Q014,P.S. 014 Fairview,Queens,24,K-5,868,508,431.5,21.1,4.7,5.9,518,440.3,33.6,7.3,11.8,27.3,8.8,2.6,0.9,92.1,2.3,0.3,1.7,21.5,53.7,91.9,88.1
15K024,P.S. 024,Brooklyn,15,PK-5,455,206,434.4,25.2,7.8,12.2,211,437.0,29.4,3.3,7.4,27.3,9.8,3.7,2.9,85.9,5.7,0.9,0.9,33.0,45.1,90.1,86.8
22K119,P.S. 119 Amersfort,Brooklyn,22,PK-5,388,184,435.9,23.9,4.3,9.8,184,439.3,30.4,6.0,8.1,27.2,8.9,28.4,44.8,18.0,5.7,0.8,1.8,22.4,13.9,80.4,79.5
10X094,P.S. 094 Kings College School,Bronx,10,K-5,665,366,433.1,21.9,9.0,6.9,374,439.2,32.4,7.2,10.9,27.1,8.9,12.2,12.0,71.9,1.4,0.8,1.8,28.6,28.0,94.7,93.0
23K184,P.S. 184 Newport,Brooklyn,23,3K-8,403,248,435.1,25.4,5.6,12.5,251,438.2,28.3,6.0,6.9,26.8,9.7,1.0,65.5,31.3,0.5,0.7,0.7,37.0,7.2,>95%,94.8
32K116,P.S. 116 Elizabeth L Farrell,Brooklyn,32,3K-5,288,129,429.9,18.6,6.2,4.0,126,444.4,34.9,8.7,13.3,26.8,8.6,1.4,4.9,91.7,1.0,0.3,0.3,20.5,48.3,90.6,89.3
32K106,P.S. 106 Edward Everett Hale,Brooklyn,32,3K-5,295,142,432.0,16.9,6.3,2.2,142,440.6,36.6,5.6,15.1,26.8,8.6,1.7,6.4,89.2,1.7,0.0,0.7,31.5,28.5,88.1,90.8
09X170,P.S. 170,Bronx,9,3K-3,164,26,434.6,15.4,0.0,1.5,27,440.1,37.0,0.0,16.3,26.2,8.9,0.0,18.3,76.8,1.2,0.6,3.0,35.4,23.2,92.1,94.6
07X018,P.S. 018 John Peter Zenger,Bronx,7,PK-5,287,125,433.7,21.6,4.8,6.5,125,438.2,30.4,4.0,7.9,26.0,7.2,1.0,34.1,56.8,5.9,1.0,1.0,35.2,22.6,>95%,>95%
12X006,P.S. 006 West Farms,Bronx,12,PK-5,453,177,434.9,23.2,6.8,8.5,182,438.5,28.6,4.9,7.2,25.9,7.8,0.4,23.4,74.0,1.1,0.4,0.7,32.5,14.3,>95%,>95%
10X032,P.S. 032 Belmont,Bronx,10,PK-5,511,234,435.5,24.8,7.7,11.8,236,437.2,26.3,3.4,6.1,25.5,9.0,0.4,20.4,74.2,2.2,1.0,2.0,31.9,19.6,93.3,>95%
12X134,P.S. 134 George F. Bristow,Bronx,12,3K-5,439,184,434.1,29.3,8.7,20.4,190,432.1,21.6,2.6,2.9,25.5,11.7,0.2,33.0,62.6,1.4,1.8,0.9,34.6,14.1,>95%,>95%
27Q043,P.S. 043,Queens,27,3K-8,555,282,434.6,25.9,5.3,13.1,252,435.3,25.0,3.6,5.1,25.4,9.1,2.5,53.3,40.2,2.2,0.5,1.1,31.9,8.6,93.9,94.0
10X077,Bedford Park Elementary School,Bronx,10,PK-5,416,183,431.5,20.2,4.9,5.1,186,438.4,30.1,8.1,7.7,25.2,6.4,17.5,5.0,69.5,6.0,0.2,1.7,23.8,31.2,86.3,90.4
06M098,P.S. 098 Shorac Kappock,Manhattan,6,3K-5,298,87,431.9,16.1,4.6,1.8,89,439.6,33.7,9.0,11.9,24.9,6.9,0.7,8.1,84.6,5.4,1.3,0.0,22.8,27.2,86.9,82.9
12X300,The School of Science and Applied Learning,Bronx,12,3K-5,331,162,432.9,24.7,7.4,11.5,165,435.3,24.8,2.4,4.7,24.8,8.1,0.0,33.2,65.0,1.2,0.0,0.6,31.1,13.0,>95%,>95%
12X047,P.S. 047 John Randolph,Bronx,12,K-5,758,377,434.7,23.9,6.4,9.6,386,438.1,25.1,4.1,5.5,24.5,7.6,18.7,17.0,59.8,1.3,0.7,2.5,22.0,34.7,93.7,92.2
17K399,P.S. 399 Stanley Eugene Clark,Brooklyn,17,K-5,155,63,435.4,27.0,1.6,15.6,60,434.4,21.7,0.0,3.1,24.3,9.3,0.6,64.5,27.7,3.2,1.3,2.6,21.3,21.9,>95%,90.3
14K196,P.S. 196 Ten Eyck,Brooklyn,14,3K-5,260,111,435.9,26.1,5.4,14.0,111,432.9,22.5,5.4,3.8,24.3,8.9,1.2,22.3,70.4,3.1,2.3,0.4,28.5,9.2,83.8,88.3
28Q182,P.S. 182 Samantha Smith,Queens,28,3K-5,798,361,431.9,21.9,8.3,7.0,358,436.5,26.5,7.8,6.3,24.2,6.7,21.9,12.5,59.6,1.8,1.0,3.1,18.3,44.5,92.9,88.5
15K015,P.S. 015 Patrick F. Daly,Brooklyn,15,3K-5,382,125,433.9,22.4,8.8,7.7,123,434.9,26.0,2.4,5.8,24.2,6.7,2.1,36.1,44.0,15.2,2.6,0.0,51.8,8.4,89.8,78.5
19K089,P.S. 089 Cypress Hills,Brooklyn,19,3K-8,410,264,429.1,17.0,4.5,2.6,275,440.4,30.9,4.4,8.8,24.0,5.7,0.2,1.0,98.8,0.0,0.0,0.0,29.3,47.1,90.7,88.8
04M155,P.S. 155 William Paca,Manhattan,4,3K-5,171,62,426.9,17.7,4.8,3.1,61,434.1,29.5,6.6,7.6,23.6,5.3,2.9,9.9,80.7,0.6,0.6,5.3,28.1,32.7,>95%,93.4
23K178,P.S. 178 Saint Clair Mckelway,Brooklyn,23,3K-8,346,159,433.5,19.5,4.4,4.5,120,434.9,27.5,0.0,6.6,23.5,5.5,1.2,60.7,33.5,2.9,1.2,0.6,18.8,18.2,>95%,93.2
12X057,P.S. 057 Crescent,Bronx,12,PK-5,323,163,432.6,24.5,7.4,10.9,165,433.2,22.4,1.8,3.7,23.5,7.3,1.2,34.1,60.4,1.5,1.5,1.2,29.1,16.1,>95%,>95%
04M072,The Lexington Academy,Manhattan,4,3K-8,382,236,434.5,21.6,5.9,6.7,232,435.5,25.0,1.7,5.1,23.3,5.9,1.0,18.8,76.2,3.1,0.0,0.8,37.4,8.9,>95%,>95%
13K307,P.S. 307 Daniel Hale Williams,Brooklyn,13,3K-5,277,102,434.1,21.6,5.9,6.4,100,438.3,25.0,9.0,5.1,23.3,5.7,4.0,49.5,33.9,8.7,2.9,1.1,43.3,5.1,82.7,83.6
14K059,P.S. 059 The Dawn Best School,Brooklyn,14,3K-5,244,110,434.3,24.5,3.6,11.0,110,432.5,20.9,0.9,2.6,22.7,6.8,1.2,48.4,47.5,0.8,0.4,1.6,25.0,12.3,93.9,>95%
14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,Brooklyn,14,3K-8,278,129,433.9,23.3,8.5,8.8,127,433.6,22.0,3.9,3.3,22.7,6.1,1.1,14.4,75.9,5.4,2.5,0.7,27.0,29.5,85.3,86.5
24Q016,P.S. Q016 The Nancy DeBenedittis School,Queens,24,K-5,917,542,428.4,13.3,3.9,0.8,550,440.1,31.3,5.1,10.0,22.3,5.4,1.0,0.4,97.1,1.0,0.0,0.5,20.4,58.2,>95%,>95%
13K044,P.S. 044 Marcus Garvey,Brooklyn,13,3K-5,133,51,427.7,13.7,5.9,1.2,52,435.9,30.8,5.8,8.7,22.2,4.9,1.5,59.4,21.1,13.5,0.0,4.5,28.6,15.8,89.5,87.0
04M038,P.S. 38 Roberto Clemente,Manhattan,4,3K-5,166,42,432.5,16.7,2.4,2.0,40,434.8,27.5,2.5,6.6,22.1,4.3,3.0,34.9,55.4,3.0,1.8,1.2,32.5,19.9,>95%,>95%
31R046,P.S. 046 Albert V. Maniscalco,Staten Island,31,3K-5,162,63,433.3,23.8,7.9,9.3,64,431.7,20.3,0.0,2.4,22.1,5.9,15.4,17.3,37.7,25.9,3.7,0.0,39.5,15.4,88.3,86.6
27Q333,Goldie Maple Academy,Queens,27,PK-8,307,160,435.3,24.4,5.6,10.5,157,432.3,19.7,2.5,1.9,22.1,6.2,2.0,66.8,26.7,1.3,2.0,1.3,31.6,4.2,87.3,92.1
24Q019,P.S. 019 Marino Jeantet,Queens,24,PK-5,1378,666,430.0,18.3,3.5,3.7,659,436.4,25.0,3.8,5.4,21.7,4.5,1.3,0.1,95.8,1.3,0.1,1.5,29.0,71.6,94.2,89.5
04M007,P.S. 007 Samuel Stern,Manhattan,4,3K-8,340,204,434.2,23.0,6.4,8.3,197,433.7,20.3,3.0,2.3,21.7,5.3,1.2,30.6,61.8,2.9,1.2,2.4,46.5,10.3,94.1,93.3
16K243,P.S. 243K- The Weeksville School,Brooklyn,16,3K-5,188,67,433.3,17.9,7.5,3.2,67,436.1,25.4,4.5,5.6,21.6,4.4,3.7,66.0,28.2,0.0,2.1,0.0,29.8,10.6,89.9,91.8
31R018,P.S. 018 John G. Whittier,Staten Island,31,3K-5,311,118,431.8,20.3,4.2,5.5,119,435.4,22.7,1.7,4.0,21.5,4.7,2.6,35.0,54.0,5.5,1.0,1.6,37.3,17.0,92.6,90.8
29Q052,P.S. 052 Queens,Queens,29,PK-5,273,102,433.7,22.5,4.9,7.9,103,432.6,19.4,2.9,1.7,21.0,4.8,5.5,50.2,34.1,4.4,2.9,2.9,24.9,24.5,90.5,85.9
27Q106,Lighthouse Elementary School,Queens,27,PK-5,160,66,435.4,19.7,9.1,4.7,65,432.7,21.5,0.0,2.7,20.6,3.7,1.9,56.2,36.9,1.9,2.5,0.6,38.7,6.9,>95%,>95%
32K075,P.S. 075 Mayda Cortiella,Brooklyn,32,3K-5,170,74,432.9,20.3,0.0,5.2,74,431.9,20.3,0.0,2.2,20.3,3.7,1.8,15.3,76.5,4.1,0.6,1.8,19.4,15.9,>95%,94.4
09X042,P.S. 042 Claremont,Bronx,9,3K-5,318,137,431.9,18.2,2.2,3.5,140,433.9,22.1,2.1,3.5,20.2,3.5,0.6,33.3,63.5,1.9,0.3,0.3,39.3,25.8,>95%,>95%
15K124,P.S. 124 Silas B. Dutcher,Brooklyn,15,3K-5,279,99,430.6,23.2,4.0,8.7,100,431.6,17.0,6.0,0.9,20.1,4.8,4.3,20.4,54.1,15.1,5.4,0.7,33.3,21.5,75.3,75.2
27Q045,P.S. 045 Clarence Witherspoon,Queens,27,3K-5,445,147,428.7,17.0,6.1,2.4,151,434.3,23.2,2.0,4.2,20.1,3.3,7.9,33.3,50.3,0.9,2.5,5.2,14.4,37.1,89.0,88.3
10X051,The Bronx STEM and Arts Academy,Bronx,10,3K-5,158,45,438.0,20.0,8.9,4.9,45,435.5,20.0,4.4,2.0,20.0,3.5,1.3,27.8,65.8,3.2,0.6,1.3,17.1,11.4,94.3,95.0
09X109,P.S. 109 Sedgwick,Bronx,9,3K-5,444,153,427.9,13.1,2.6,0.6,160,434.3,26.2,1.2,6.0,19.7,3.3,0.2,20.7,76.8,1.4,0.5,0.2,25.0,21.2,92.8,>95%
09X058,P.S. 058,Bronx,9,3K-5,290,118,429.5,16.9,0.8,2.3,121,432.9,22.3,0.8,3.6,19.6,2.9,1.0,24.8,71.7,2.1,0.0,0.3,26.2,35.5,>95%,>95%
01M134,P.S. 134 Henrietta Szold,Manhattan,1,3K-5,156,69,431.6,20.3,0.0,5.4,74,432.8,18.9,1.4,1.3,19.6,3.3,4.5,32.7,57.7,2.6,1.9,0.0,41.7,15.4,92.9,>95%
10X059,P.S. 059 The Community School of Technology,Bronx,10,3K-5,362,162,428.9,15.4,3.7,1.7,156,432.6,23.7,3.8,4.5,19.6,3.1,0.3,26.2,70.7,1.7,0.3,0.8,34.8,26.0,>95%,>95%
27Q105,P.S. 105 The Bay School,Queens,27,3K-8,604,360,430.8,17.5,3.1,2.9,357,433.2,21.6,1.4,2.8,19.5,2.9,2.8,49.7,43.7,1.3,0.7,1.8,36.3,10.1,>95%,>95%
09X274,The New American Academy at Roberto Clemente State,Bronx,9,PK-5,298,156,430.0,15.4,0.6,1.5,158,432.1,23.4,1.3,4.4,19.4,2.9,1.3,36.2,57.4,3.0,1.0,1.0,29.5,10.7,>95%,>95%
16K308,P.S. 308 Clara Cardwell,Brooklyn,16,3K-8,180,94,431.7,20.2,5.3,5.0,94,430.9,18.1,0.0,1.2,19.1,3.1,0.6,69.4,23.3,5.0,1.1,0.6,33.9,7.2,91.1,93.9
27Q253,The Randolph Holder School for Social Justice,Queens,27,3K-5,571,255,431.9,18.0,3.9,3.3,252,432.8,19.0,2.8,1.4,18.5,2.4,3.5,30.8,60.4,2.1,0.9,1.9,34.3,20.1,>95%,92.0
09X073,P.S. 073 Bronx,Bronx,9,3K-5,274,109,430.1,13.8,1.8,1.3,113,436.1,23.0,0.0,4.1,18.4,2.7,0.0,27.7,71.2,0.4,0.0,0.7,31.8,22.3,>95%,94.9
03M191,The Riverside School for Makers and Artists,Manhattan,3,3K-8,378,148,427.3,18.9,3.4,4.1,116,431.8,17.2,0.0,1.0,18.1,2.6,5.8,22.2,60.6,10.1,0.8,0.5,29.4,26.5,87.0,88.7
23K298,P.S. 298 Dr. Betty Shabazz,Brooklyn,23,3K-5,318,124,428.3,16.1,3.2,1.9,128,431.4,19.5,1.6,1.8,17.8,1.9,0.6,60.7,37.1,0.3,0.0,1.3,28.6,11.3,>95%,>95%
04M096,P.S. 096 Joseph Lanzetta,Manhattan,4,3K-8,322,203,429.7,13.3,3.4,0.9,203,435.1,21.7,2.5,3.2,17.5,2.0,1.6,22.7,70.8,3.4,0.3,0.9,27.3,30.1,>95%,>95%
31R044,P.S. 044 Thomas C. Brown,Staten Island,31,3K-5,457,195,427.3,10.3,1.5,0.4,194,434.0,24.2,1.5,4.6,17.2,2.5,3.3,38.5,49.9,5.9,1.3,0.9,39.8,6.6,93.0,93.1
03M242,P.S. 242 - The Young Diplomats Magnet Academy,Manhattan,3,PK-5,110,49,430.3,18.4,6.1,3.8,51,432.1,15.7,9.8,0.8,17.0,2.3,1.8,40.9,53.6,1.8,1.8,0.0,20.0,38.2,>95%,>95%
10X023,P.S. 023 The New Children's School,Bronx,10,3K-5,330,137,428.9,18.2,2.2,3.5,139,429.9,15.1,1.4,0.5,16.7,2.0,0.9,23.3,73.0,0.6,0.3,1.5,34.2,24.8,91.8,>95%
09X311,Lucero Elementary School,Bronx,9,K-5,280,171,424.0,13.5,2.9,1.0,176,432.3,19.3,0.6,1.5,16.4,1.3,1.1,8.9,87.5,1.1,0.7,0.7,29.3,52.1,>95%,94.6
30Q111,P.S. 111 Jacob Blackwell,Queens,30,PK-8,491,252,425.3,17.1,4.8,2.7,259,428.8,15.4,1.9,0.6,16.3,1.7,3.1,30.5,63.5,1.2,0.4,1.2,18.7,51.5,>95%,>95%
08X333,The Longwood Academy of Discovery,Bronx,8,3K-5,443,193,428.7,12.4,1.6,0.5,197,426.9,12.2,0.0,0.4,12.3,0.4,0.5,24.4,72.5,0.9,1.1,0.7,31.8,21.2,>95%,>95%
07X642,South Bronx Literacy Academy,Bronx,7,2-5,116,82,426.3,8.5,3.7,0.3,81,423.8,4.9,0.0,0.1,6.7,0.2,0.0,29.3,66.4,3.4,0.0,0.9,49.1,20.7,85.3,88.4
17K969,Central Brooklyn Literacy Academy (CBLA),Brooklyn,17,2-3,37,20,423.4,0.0,0.0,0.1,20,422.5,5.0,0.0,0.3,2.5,0.2,0.0,59.5,32.4,0.0,2.7,5.4,67.6,5.4,78.4,80.3
